customer_id,transaction_id,customer_age,account_age_days,customer_gender,customer_income,account_balance,transaction_amount,transaction_hour,transaction_day,transaction_type,merchant_category,payment_method,transaction_location,is_international_transaction,device_type,device_trust_score,distance_from_home_km,transactions_last_24h,transactions_last_7d,avg_transaction_amount,previous_transaction_amount,time_since_last_transaction_min,failed_transaction_count_24h,new_device_used,location_mismatch,unusual_transaction_time,is_fraud
113265,TXN0013265,34,1589,Female,29608.0,175263.31,342.95,19,Tuesday,Bill Payment,Clothing,Credit Card,Hyderabad,No,Mobile,77.6,2.0,3,16,363.11,595.03,284,1,No,No,No,0
113266,TXN0013266,23,418,Female,73436.0,27978.67,1254.54,20,Tuesday,Purchase,Travel,Online,Bengaluru,No,POS,61.4,42.0,4,23,1088.76,482.21,373,0,No,No,No,0
113267,TXN0013267,21,718,Male,64473.0,59564.24,817.96,17,Friday,Purchase,Entertainment,Debit Card,Chennai,No,Mobile,42.0,22.9,4,15,665.91,1500.85,925,1,No,No,No,0
113268,TXN0013268,42,994,Male,34311.0,72702.03,746.3,19,Thursday,Transfer,Fuel,Credit Card,Delhi,No,Mobile,93.6,29.3,5,24,503.45,1142.08,103,0,Yes,No,No,0
113269,TXN0013269,39,908,Male,68866.0,14216.9,2901.36,9,Tuesday,Purchase,Travel,Online,Ahmedabad,No,Mobile,66.5,32.8,4,14,2779.09,2035.25,661,0,No,No,No,0
113270,TXN0013270,37,1677,Female,51821.0,5565.65,1617.06,1,Friday,Transfer,Dining,Online,Chennai,No,Mobile,78.5,58.8,4,27,2098.77,2610.98,404,1,No,No,Yes,0
113271,TXN0013271,39,2049,Male,37059.0,13627.49,1452.25,22,Saturday,Bill Payment,Dining,Online,Jaipur,Yes,Mobile,73.9,9.4,4,18,1179.24,3362.58,1321,1,No,No,No,0
113272,TXN0013272,29,329,Female,64606.0,5466.51,2845.25,10,Monday,Bill Payment,Electronics,Debit Card,Pune,No,Desktop,69.0,17.7,5,18,3783.86,1468.25,1017,1,Yes,No,No,0
113273,TXN0013273,38,940,Female,31092.0,19221.67,880.2,13,Sunday,Online Purchase,Clothing,Debit Card,Chennai,No,Mobile,79.3,39.0,8,21,1466.61,718.75,2446,2,Yes,No,No,0
113274,TXN0013274,64,1228,Female,45740.0,3954.77,2046.1,16,Thursday,Purchase,Online Services,Credit Card,Delhi,Yes,Desktop,87.1,61.8,2,16,2367.8,886.49,552,0,No,No,No,0
113275,TXN0013275,49,1135,Male,47639.0,26846.6,1211.02,13,Monday,Purchase,Entertainment,Debit Card,Bengaluru,No,Mobile,62.2,46.3,4,28,1865.79,1192.69,772,0,No,No,No,0
113276,TXN0013276,33,909,Female,58095.0,328226.14,1051.09,20,Thursday,Purchase,Healthcare,Credit Card,Jaipur,No,Tablet,67.7,37.8,4,21,1264.3,1160.56,801,0,No,No,No,0
113277,TXN0013277,30,729,Female,33271.0,67192.25,958.77,17,Sunday,ATM Withdrawal,Grocery,Credit Card,Pune,No,POS,92.8,3.3,5,26,694.28,317.63,70,0,No,No,No,0
113278,TXN0013278,18,727,Male,47710.0,55761.89,5094.26,18,Sunday,ATM Withdrawal,Online Services,Credit Card,Pune,No,POS,74.7,6.5,1,23,8557.2,12262.83,121,1,No,No,No,0
113279,TXN0013279,48,857,Female,69955.0,115370.26,1276.79,18,Saturday,ATM Withdrawal,Healthcare,Online,Bengaluru,No,Desktop,96.9,9.2,8,15,1554.96,1069.3,1014,0,No,No,No,0
113280,TXN0013280,45,711,Male,45912.0,69519.78,1567.96,12,Friday,Transfer,Clothing,Online,Other,Yes,Desktop,70.8,28.3,2,18,2990.81,1148.97,818,0,No,No,No,0
113281,TXN0013281,30,1276,Male,53965.0,25750.25,7380.46,18,Monday,Purchase,Dining,Debit Card,Mumbai,No,Desktop,98.0,14.7,1,25,5535.8,25272.69,627,0,No,No,No,0
113282,TXN0013282,20,745,Male,32496.0,28733.83,2157.97,16,Wednesday,Online Purchase,Online Services,Credit Card,Mumbai,No,Mobile,83.7,16.5,5,14,3074.82,2106.76,878,0,No,No,No,0
113283,TXN0013283,23,2571,Female,55057.0,52721.03,383.72,12,Thursday,Bill Payment,Fuel,Online,Other,No,Desktop,82.9,21.5,6,12,264.24,211.11,215,0,No,No,No,0
113284,TXN0013284,41,1289,Male,116318.0,68338.4,587.55,14,Thursday,ATM Withdrawal,Travel,Credit Card,Hyderabad,No,Mobile,65.3,2.9,3,20,467.53,310.29,171,0,No,No,No,0
113285,TXN0013285,35,853,Male,30605.0,5597.51,1282.1,13,Saturday,Online Purchase,Clothing,Debit Card,Mumbai,No,Mobile,58.2,7.8,3,25,1127.38,5773.87,110,0,No,No,No,0
113286,TXN0013286,44,825,Male,54302.0,60512.31,1135.95,17,Wednesday,Purchase,Online Services,Debit Card,Kolkata,No,Desktop,59.3,19.3,5,28,1560.75,2360.34,136,0,No,No,No,0
113287,TXN0013287,37,2262,Female,46433.0,29063.28,9233.56,23,Wednesday,Purchase,Dining,Debit Card,Hyderabad,No,Tablet,79.8,22.2,4,27,8783.73,5175.36,2660,1,No,No,Yes,0
113288,TXN0013288,47,1698,Female,91223.0,20262.77,2360.51,11,Monday,Purchase,Dining,Contactless,Other,No,Mobile,80.5,30.7,5,24,1177.88,2138.18,269,0,No,No,No,0
113289,TXN0013289,40,291,Male,89504.0,17955.99,1298.24,17,Monday,Bill Payment,Online Services,Online,Pune,No,Mobile,59.9,24.1,4,16,2282.91,1801.18,196,0,No,Yes,No,0
113290,TXN0013290,45,1788,Male,74941.0,20760.2,1614.88,16,Sunday,Transfer,Fuel,Debit Card,Chennai,No,Mobile,79.2,8.1,5,24,2480.5,2325.15,292,0,No,No,No,0
113291,TXN0013291,18,982,Female,40266.0,157826.71,1371.86,9,Monday,Purchase,Online Services,Credit Card,Mumbai,No,Mobile,76.7,27.5,3,22,949.88,2225.92,177,0,No,No,No,0
113292,TXN0013292,22,1613,Female,45355.0,53087.67,3843.32,20,Wednesday,Purchase,Fuel,Credit Card,Chennai,No,Tablet,91.1,24.0,4,19,4185.22,3372.55,230,0,No,No,No,1
113293,TXN0013293,32,674,Female,111329.0,22205.24,1514.43,19,Sunday,Purchase,Healthcare,Credit Card,Chennai,No,Mobile,64.3,14.7,3,18,3653.91,1133.93,353,0,No,No,No,0
113294,TXN0013294,48,839,Female,62015.0,35648.05,4966.13,21,Thursday,Purchase,Clothing,Online,Kolkata,No,Tablet,95.4,22.5,5,17,5779.13,3145.01,86,0,No,No,No,0
113295,TXN0013295,57,2760,Female,33835.0,127457.01,661.69,11,Wednesday,Purchase,Grocery,Credit Card,Hyderabad,No,POS,60.5,54.6,5,16,895.38,447.65,696,1,No,No,No,0
113296,TXN0013296,34,1748,Male,84057.0,78149.5,319.74,8,Wednesday,Online Purchase,Healthcare,Credit Card,Ahmedabad,No,Mobile,90.8,9.3,3,22,483.22,366.82,2284,0,No,No,No,0
113297,TXN0013297,29,568,Other,46353.0,29077.61,15187.4,15,Monday,Bill Payment,Entertainment,Credit Card,Hyderabad,No,Tablet,63.9,12.8,2,18,24723.97,10349.31,368,2,No,No,No,0
113298,TXN0013298,18,1391,Female,37851.0,10296.82,1760.33,10,Sunday,Bill Payment,Grocery,Online,Mumbai,No,Mobile,68.0,43.4,4,14,2283.96,1704.6,313,0,No,No,No,0
113299,TXN0013299,45,490,Female,33993.0,43222.42,6347.77,23,Wednesday,Purchase,Healthcare,Credit Card,Other,No,Mobile,82.7,11.9,1,20,10140.43,16836.81,151,0,No,Yes,Yes,0
113300,TXN0013300,30,596,Female,53175.0,68956.68,774.39,20,Sunday,Bill Payment,Travel,Debit Card,Chennai,No,Desktop,86.3,36.6,3,27,1579.69,990.94,277,0,No,No,No,0
113301,TXN0013301,69,1789,Male,52677.0,34289.6,3267.49,19,Thursday,Purchase,Online Services,Credit Card,Other,No,Desktop,84.1,31.0,3,19,2911.49,1595.58,691,0,No,No,No,0
113302,TXN0013302,28,652,Other,45896.0,11380.51,306.72,13,Tuesday,Online Purchase,Travel,Debit Card,Delhi,No,Tablet,68.1,40.5,9,20,254.68,349.85,56,0,No,No,No,0
113303,TXN0013303,59,1055,Male,72789.0,68683.78,3236.24,18,Friday,Purchase,Online Services,Credit Card,Kolkata,No,Mobile,90.7,87.6,3,21,6332.6,1519.75,399,0,No,Yes,No,0
113304,TXN0013304,44,2358,Male,32985.0,60404.65,2380.26,17,Tuesday,ATM Withdrawal,Grocery,Contactless,Hyderabad,No,POS,65.1,16.6,3,18,4434.63,3505.54,266,1,No,No,No,0
113305,TXN0013305,25,907,Female,26169.0,46268.75,2985.1,16,Wednesday,Online Purchase,Travel,Contactless,Hyderabad,No,Desktop,87.9,20.1,4,14,3772.93,3292.55,123,0,No,No,No,0
113306,TXN0013306,39,2068,Male,111918.0,20756.33,2491.49,3,Sunday,Online Purchase,Healthcare,Contactless,Hyderabad,No,Mobile,79.9,3.0,3,9,1955.29,1791.11,1541,0,No,No,Yes,0
113307,TXN0013307,44,1820,Male,44016.0,30548.03,339.94,11,Thursday,Online Purchase,Electronics,Debit Card,Bengaluru,No,Mobile,91.5,44.6,5,23,429.77,181.94,46,0,Yes,No,No,0
113308,TXN0013308,34,1188,Male,27891.0,63694.21,544.12,17,Sunday,Online Purchase,Healthcare,Contactless,Hyderabad,No,POS,98.6,47.9,4,17,757.35,791.85,641,0,No,No,No,0
113309,TXN0013309,45,1078,Female,49620.0,103304.95,2283.69,8,Thursday,Online Purchase,Electronics,Debit Card,Jaipur,No,Mobile,48.8,14.0,3,16,3550.63,1929.97,127,0,No,No,No,0
113310,TXN0013310,45,1811,Female,34032.0,102391.57,212.76,16,Tuesday,Purchase,Electronics,Credit Card,Chennai,No,Tablet,86.1,15.4,2,25,387.99,190.67,204,0,No,No,No,0
113311,TXN0013311,43,306,Female,147831.0,142971.54,5135.1,23,Wednesday,Purchase,Clothing,Debit Card,Kolkata,No,Mobile,77.8,2.0,7,21,13391.56,2217.92,528,0,No,No,Yes,0
113312,TXN0013312,36,659,Male,28777.0,114241.16,1265.36,4,Thursday,Bill Payment,Online Services,Debit Card,Bengaluru,No,Mobile,85.8,11.4,3,13,814.52,461.78,871,0,No,No,Yes,0
113313,TXN0013313,23,756,Female,67798.0,7926.16,444.05,14,Monday,Online Purchase,Electronics,Online,Jaipur,No,Mobile,86.7,19.9,5,18,685.53,304.14,342,1,No,No,No,0
113314,TXN0013314,35,3397,Male,51028.0,60176.66,715.29,9,Thursday,ATM Withdrawal,Online Services,Online,Pune,No,Desktop,80.3,26.5,4,23,1173.05,1092.29,84,1,No,No,No,0
113315,TXN0013315,38,1396,Male,69085.0,14660.04,414.68,9,Friday,Bill Payment,Grocery,Contactless,Other,No,POS,77.1,17.6,3,17,314.41,202.91,110,0,No,No,No,0
113316,TXN0013316,18,3634,Female,37108.0,14069.23,2320.78,12,Monday,Transfer,Travel,Debit Card,Bengaluru,No,POS,73.0,4.6,3,24,1222.17,2766.26,988,0,No,No,No,0
113317,TXN0013317,38,554,Male,64410.0,21741.11,1082.84,11,Monday,Online Purchase,Entertainment,Credit Card,Hyderabad,Yes,Desktop,41.3,13.3,2,19,3679.46,1009.3,1034,0,Yes,No,No,1
113318,TXN0013318,35,703,Other,57081.0,21599.72,468.89,12,Sunday,Online Purchase,Fuel,Credit Card,Jaipur,No,POS,65.6,19.8,3,20,358.05,169.99,224,0,No,No,No,0
113319,TXN0013319,22,3262,Female,42962.0,67485.25,800.41,20,Tuesday,Online Purchase,Entertainment,Debit Card,Bengaluru,No,Mobile,68.0,19.2,3,20,571.23,1795.57,277,1,Yes,No,No,0
113320,TXN0013320,32,396,Male,46861.0,12892.1,614.92,18,Friday,Online Purchase,Healthcare,Debit Card,Chennai,No,Desktop,63.5,11.4,2,20,906.6,198.64,503,0,Yes,No,No,0
113321,TXN0013321,33,3316,Female,65285.0,23027.51,1068.87,11,Wednesday,ATM Withdrawal,Travel,Debit Card,Pune,No,Mobile,63.7,12.5,5,12,1435.37,3887.57,1415,2,No,No,No,0
113322,TXN0013322,57,1217,Female,65289.0,77894.27,1108.26,14,Friday,Purchase,Dining,Online,Hyderabad,No,Mobile,71.2,17.9,1,19,1382.89,1366.11,238,0,No,No,No,0
113323,TXN0013323,38,1459,Male,50710.0,26532.46,1245.95,21,Sunday,Bill Payment,Grocery,Debit Card,Bengaluru,No,Mobile,93.1,25.0,3,18,2114.92,1906.28,382,0,No,No,No,0
113324,TXN0013324,47,1249,Female,64215.0,83500.23,2892.18,14,Monday,Purchase,Dining,Debit Card,Mumbai,No,Mobile,82.9,12.7,6,21,1264.56,1683.53,197,1,No,No,No,0
113325,TXN0013325,35,1317,Male,72525.0,38666.12,858.38,8,Tuesday,Online Purchase,Online Services,Credit Card,Chennai,No,Mobile,62.9,17.5,5,19,1218.77,573.87,2803,0,No,No,No,0
113326,TXN0013326,18,1974,Female,40785.0,11725.51,362.4,12,Tuesday,Purchase,Grocery,Debit Card,Mumbai,No,POS,79.0,9.7,1,19,334.01,148.07,330,0,No,No,No,0
113327,TXN0013327,43,978,Female,34586.0,65207.19,3336.88,20,Friday,Online Purchase,Grocery,Contactless,Jaipur,No,Mobile,60.4,59.5,4,21,6109.69,3896.95,765,0,No,No,No,0
113328,TXN0013328,29,913,Female,18000.0,25576.61,8117.17,19,Friday,Bill Payment,Fuel,Debit Card,Hyderabad,No,Desktop,83.4,7.1,3,21,14024.3,3506.39,252,1,No,No,No,0
113329,TXN0013329,32,610,Male,46595.0,61375.77,1221.41,13,Sunday,Online Purchase,Fuel,Credit Card,Bengaluru,No,Tablet,64.5,31.2,4,14,1087.61,369.38,143,0,No,No,No,0
113330,TXN0013330,24,565,Female,83963.0,32312.81,1080.63,17,Saturday,ATM Withdrawal,Online Services,Online,Mumbai,No,Mobile,97.6,35.4,3,22,1898.45,936.69,117,0,No,No,No,0
113331,TXN0013331,37,805,Female,84650.0,224696.25,821.86,2,Tuesday,Purchase,Dining,Debit Card,Ahmedabad,No,POS,79.6,65.0,3,21,808.4,1458.08,2753,0,No,No,Yes,0
113332,TXN0013332,48,701,Female,69072.0,34298.79,5982.37,21,Monday,Online Purchase,Grocery,Credit Card,Pune,No,Mobile,84.0,3.6,5,20,6093.39,5555.12,136,0,No,No,No,0
113333,TXN0013333,46,878,Female,30815.0,168342.56,5443.48,11,Saturday,Transfer,Dining,Online,Jaipur,No,Desktop,39.3,5.6,4,22,6338.56,5257.04,31,0,No,No,No,0
113334,TXN0013334,53,1733,Male,75778.0,106857.36,3213.15,18,Monday,Bill Payment,Travel,Debit Card,Jaipur,No,Tablet,70.3,3.5,6,19,2734.68,3962.92,2406,0,No,No,No,0
113335,TXN0013335,55,836,Female,46043.0,61925.68,1127.17,8,Sunday,ATM Withdrawal,Grocery,Online,Delhi,No,Mobile,73.6,3.1,2,23,1106.4,1241.66,612,0,No,No,No,0
113336,TXN0013336,18,1147,Female,98621.0,52129.08,5036.32,17,Friday,Purchase,Online Services,Debit Card,Chennai,No,POS,88.9,9.4,4,20,8182.75,5412.46,178,3,No,No,No,0
113337,TXN0013337,23,336,Female,56509.0,91822.07,11165.35,9,Monday,Online Purchase,Online Services,Debit Card,Delhi,Yes,POS,92.8,30.8,3,29,7245.77,9365.93,635,1,No,No,No,0
113338,TXN0013338,18,440,Other,51769.0,61258.8,655.35,13,Monday,Purchase,Grocery,Online,Hyderabad,No,Mobile,83.2,25.6,4,11,303.4,613.48,448,0,No,No,No,0
113339,TXN0013339,43,2091,Female,81016.0,38866.31,2498.64,12,Tuesday,Purchase,Electronics,Credit Card,Jaipur,No,Mobile,92.5,22.2,6,21,4411.43,8816.99,3564,1,No,No,No,0
113340,TXN0013340,28,906,Female,87803.0,48849.78,1728.99,21,Thursday,Online Purchase,Grocery,Debit Card,Ahmedabad,No,Mobile,76.5,14.1,4,15,1061.6,1282.7,242,0,No,No,No,0
113341,TXN0013341,31,1647,Male,91632.0,11174.95,4305.78,12,Friday,Transfer,Online Services,Debit Card,Mumbai,No,Mobile,79.2,57.3,1,20,5809.17,3646.75,24,0,No,No,No,0
113342,TXN0013342,34,761,Female,82793.0,60659.7,1346.38,18,Wednesday,Transfer,Dining,Contactless,Chennai,No,Desktop,83.4,14.8,2,24,1747.17,1218.64,135,0,No,No,No,0
113343,TXN0013343,40,1243,Male,57239.0,101022.19,2323.86,12,Thursday,Purchase,Grocery,Online,Jaipur,No,Desktop,77.5,34.3,2,24,4259.91,3011.36,536,0,Yes,No,No,0
113344,TXN0013344,20,1500,Female,49964.0,130059.03,4476.86,16,Thursday,Purchase,Electronics,Credit Card,Chennai,No,Desktop,83.4,25.5,4,22,3442.85,6022.47,4887,0,No,No,No,0
113345,TXN0013345,22,2765,Female,54136.0,14802.77,1368.43,17,Friday,Purchase,Online Services,Debit Card,Hyderabad,No,Mobile,78.3,30.6,4,18,837.47,4672.86,646,1,Yes,No,No,0
113346,TXN0013346,36,1761,Female,18903.0,170063.25,2875.31,18,Thursday,Purchase,Travel,Debit Card,Pune,No,Mobile,89.1,16.5,5,18,4062.53,2827.68,84,0,No,No,No,0
113347,TXN0013347,49,924,Female,34752.0,26261.32,2167.09,17,Friday,Purchase,Healthcare,Credit Card,Kolkata,No,Mobile,93.9,37.8,4,17,1590.7,2637.22,1271,0,No,No,No,0
113348,TXN0013348,36,1376,Female,41977.0,1634.67,1482.71,15,Friday,Transfer,Online Services,Credit Card,Pune,No,Desktop,84.4,31.6,6,22,1573.52,2161.28,535,0,Yes,No,No,0
113349,TXN0013349,27,788,Female,89597.0,60599.65,4158.87,12,Tuesday,Purchase,Electronics,Online,Hyderabad,No,Mobile,46.9,13.9,3,18,6495.83,3152.82,308,0,No,No,No,0
113350,TXN0013350,18,1104,Male,67895.0,27211.48,1810.01,23,Friday,Online Purchase,Travel,Credit Card,Ahmedabad,No,Mobile,80.7,18.3,8,19,1928.93,879.7,863,2,No,No,Yes,0
113351,TXN0013351,46,1058,Female,146970.0,100848.17,2207.43,20,Thursday,Online Purchase,Healthcare,Credit Card,Mumbai,No,Mobile,65.1,16.5,3,15,2414.68,1864.16,107,1,No,No,No,0
113352,TXN0013352,28,936,Female,62600.0,26920.06,1306.62,14,Tuesday,ATM Withdrawal,Dining,Online,Delhi,No,Mobile,92.4,14.1,4,20,992.29,718.71,1470,0,No,No,No,0
113353,TXN0013353,23,2932,Female,32782.0,6872.15,849.72,20,Monday,Purchase,Healthcare,Online,Delhi,No,POS,74.8,16.0,4,21,577.27,804.36,405,1,Yes,No,No,0
113354,TXN0013354,18,1290,Male,95235.0,51005.11,841.2,22,Monday,Purchase,Dining,Debit Card,Mumbai,No,POS,73.1,7.8,5,16,895.91,435.25,161,1,No,No,No,0
113355,TXN0013355,20,1059,Male,97071.0,22135.75,4103.45,13,Wednesday,Purchase,Fuel,Online,Hyderabad,No,POS,65.9,24.9,5,16,5158.69,2378.38,3193,0,No,No,No,0
113356,TXN0013356,25,907,Male,72418.0,17908.53,140.9,14,Tuesday,Purchase,Travel,Online,Mumbai,No,Mobile,69.6,12.0,2,23,80.0,75.68,57,0,No,No,No,0
113357,TXN0013357,33,1120,Male,45890.0,144185.08,1033.72,20,Wednesday,Online Purchase,Travel,Contactless,Other,No,POS,91.9,85.8,6,26,497.57,661.37,733,0,Yes,Yes,No,1
113358,TXN0013358,23,1437,Female,127490.0,76695.44,3021.63,10,Tuesday,Purchase,Clothing,Debit Card,Hyderabad,No,Mobile,80.7,47.6,3,19,2174.84,8517.5,611,2,No,No,No,0
113359,TXN0013359,38,1127,Female,84160.0,39182.18,249.13,23,Monday,Purchase,Clothing,Credit Card,Mumbai,No,Tablet,59.6,29.7,5,19,242.71,471.3,157,0,No,No,Yes,0
113360,TXN0013360,33,919,Female,23188.0,40160.67,3476.09,14,Thursday,Purchase,Electronics,Credit Card,Kolkata,No,Mobile,90.3,21.0,2,22,2414.35,1773.85,210,0,No,Yes,No,0
113361,TXN0013361,60,1097,Male,126318.0,102635.69,2271.67,14,Friday,ATM Withdrawal,Dining,Debit Card,Bengaluru,No,POS,66.1,13.9,5,20,2878.27,2597.62,201,0,No,No,No,0
113362,TXN0013362,18,762,Female,72881.0,24634.45,3507.43,18,Monday,Bill Payment,Electronics,Debit Card,Pune,No,Mobile,88.1,8.4,2,15,5722.86,4522.09,230,1,No,No,No,0
113363,TXN0013363,38,968,Female,18000.0,38532.08,6119.04,1,Friday,Transfer,Clothing,Credit Card,Mumbai,No,POS,85.6,33.1,5,20,5338.28,9543.45,1704,0,No,No,Yes,0
113364,TXN0013364,38,1655,Female,105478.0,61956.44,2404.45,12,Wednesday,Online Purchase,Clothing,Credit Card,Other,No,Mobile,86.8,26.6,3,19,4263.23,2472.88,437,0,No,No,No,0
113365,TXN0013365,25,488,Female,100591.0,283915.56,4568.47,11,Tuesday,Online Purchase,Clothing,Credit Card,Bengaluru,No,Mobile,94.5,24.9,5,19,4674.38,3228.23,177,3,No,No,No,0
113366,TXN0013366,37,2191,Female,53875.0,28549.85,409.14,8,Monday,Transfer,Electronics,Credit Card,Chennai,No,Mobile,87.4,26.4,6,24,240.63,1017.96,73,0,No,No,No,0
113367,TXN0013367,44,1993,Male,45262.0,17106.83,4998.61,14,Thursday,Bill Payment,Clothing,Contactless,Chennai,Yes,POS,44.6,21.6,5,18,7185.13,3797.45,20,0,Yes,No,No,1
113368,TXN0013368,37,2144,Male,72718.0,38697.67,1529.25,5,Monday,Transfer,Dining,Debit Card,Pune,No,POS,94.9,36.1,4,21,1535.07,778.77,289,1,No,No,Yes,0
113369,TXN0013369,51,3159,Female,56930.0,67527.89,1303.27,10,Friday,Bill Payment,Fuel,Credit Card,Mumbai,No,Mobile,94.0,26.6,2,21,995.06,1222.71,480,0,No,No,No,0
113370,TXN0013370,18,1955,Male,155276.0,99578.02,2645.76,13,Tuesday,Transfer,Travel,Contactless,Pune,No,Mobile,89.9,18.4,1,14,2909.83,3574.44,619,1,No,No,No,0
113371,TXN0013371,27,1567,Male,65770.0,26597.7,2924.36,10,Wednesday,Purchase,Dining,Credit Card,Chennai,No,Desktop,75.6,16.2,6,11,1833.25,2868.48,1339,1,Yes,No,No,0
113372,TXN0013372,52,2255,Male,32002.0,89325.33,786.2,17,Friday,Online Purchase,Entertainment,Credit Card,Pune,No,Desktop,89.0,20.2,7,19,750.06,605.88,50,0,No,Yes,No,0
113373,TXN0013373,46,638,Female,42460.0,10145.33,5536.98,11,Sunday,Transfer,Grocery,Debit Card,Ahmedabad,No,Mobile,95.9,22.2,3,16,11883.83,6270.66,447,0,No,No,No,0
113374,TXN0013374,42,983,Male,33380.0,16533.85,3615.74,10,Sunday,Bill Payment,Healthcare,Contactless,Bengaluru,No,POS,70.8,61.8,5,24,2357.67,2931.38,511,0,No,No,No,0
113375,TXN0013375,50,1282,Female,45852.0,57479.44,2074.07,17,Sunday,Online Purchase,Online Services,Credit Card,Pune,No,Mobile,81.2,7.6,5,22,1635.68,947.16,5376,1,No,No,No,0
113376,TXN0013376,18,1206,Male,124829.0,29312.88,3049.73,11,Tuesday,Purchase,Dining,Debit Card,Chennai,No,POS,86.5,28.5,3,18,3687.22,4085.72,92,0,Yes,No,No,0
113377,TXN0013377,45,1763,Female,51929.0,9516.98,503.15,11,Saturday,Transfer,Clothing,Online,Pune,No,Mobile,76.9,18.4,6,22,499.23,388.43,47,0,No,No,No,0
113378,TXN0013378,48,2851,Male,53541.0,40222.15,1202.11,19,Wednesday,Online Purchase,Healthcare,Contactless,Ahmedabad,No,Desktop,90.7,32.8,3,15,1060.78,1122.1,226,0,No,No,No,0
113379,TXN0013379,29,2235,Male,50296.0,29381.45,718.25,16,Tuesday,ATM Withdrawal,Clothing,Online,Mumbai,No,Mobile,72.8,27.4,5,14,340.67,680.76,104,0,No,No,No,0
113380,TXN0013380,65,1178,Male,89756.0,104149.97,676.56,23,Friday,Online Purchase,Online Services,Debit Card,Chennai,No,Desktop,53.8,50.0,5,13,666.18,312.55,568,0,No,No,Yes,0
113381,TXN0013381,38,970,Female,23265.0,25051.02,738.24,19,Sunday,ATM Withdrawal,Healthcare,Contactless,Mumbai,No,Mobile,74.0,13.3,2,18,445.41,691.9,157,0,No,No,No,0
113382,TXN0013382,18,957,Male,106825.0,39791.37,609.69,18,Sunday,Purchase,Dining,Contactless,Chennai,No,Mobile,74.3,7.5,7,24,587.93,592.24,1410,0,No,No,No,0
113383,TXN0013383,40,1526,Male,83140.0,62970.01,1956.98,22,Tuesday,ATM Withdrawal,Healthcare,Credit Card,Delhi,No,Desktop,89.4,42.0,1,19,2303.62,3862.49,82,1,No,No,No,0
113384,TXN0013384,28,1189,Female,111263.0,41640.09,2296.96,9,Friday,Transfer,Clothing,Debit Card,Bengaluru,No,Tablet,73.1,12.9,6,15,1723.61,1928.48,343,1,No,No,No,0
113385,TXN0013385,49,548,Male,44574.0,5166.17,186.71,11,Monday,Online Purchase,Grocery,Credit Card,Kolkata,No,Tablet,67.7,25.4,5,16,438.59,222.72,1621,0,No,No,No,0
113386,TXN0013386,42,1271,Female,82926.0,28645.49,605.35,15,Sunday,Bill Payment,Electronics,Debit Card,Other,No,Mobile,65.0,15.1,4,16,1095.11,667.48,2631,0,Yes,No,No,0
113387,TXN0013387,29,1327,Male,64306.0,29141.52,5227.36,9,Thursday,Bill Payment,Electronics,Credit Card,Delhi,No,Mobile,78.8,5.4,2,22,5736.31,1780.37,73,0,No,No,No,0
113388,TXN0013388,53,786,Female,59187.0,60217.12,715.64,13,Tuesday,Purchase,Online Services,Debit Card,Kolkata,No,Desktop,81.8,7.7,5,27,557.49,235.01,127,0,No,Yes,No,0
113389,TXN0013389,46,678,Female,54775.0,26312.85,446.86,15,Friday,Purchase,Grocery,Credit Card,Mumbai,No,Desktop,76.4,16.8,1,21,244.78,602.99,153,0,No,No,No,0
113390,TXN0013390,27,388,Female,61578.0,21471.7,279.41,18,Monday,Bill Payment,Clothing,Debit Card,Hyderabad,No,Desktop,76.9,13.0,5,19,288.26,407.36,314,1,No,No,No,0
113391,TXN0013391,34,1226,Male,60675.0,12958.47,9384.71,18,Tuesday,Online Purchase,Online Services,Online,Mumbai,No,POS,54.0,14.4,5,26,11332.77,17866.81,588,0,No,No,No,0
113392,TXN0013392,42,670,Male,21200.0,58362.8,569.25,18,Monday,Bill Payment,Electronics,Credit Card,Jaipur,No,Mobile,84.8,8.1,2,22,1006.14,348.27,757,0,No,No,No,0
113393,TXN0013393,32,433,Male,41032.0,23692.55,9692.33,14,Wednesday,ATM Withdrawal,Clothing,Credit Card,Mumbai,No,Mobile,73.6,5.7,7,18,5765.07,14763.29,61,0,Yes,No,No,0
113394,TXN0013394,32,1448,Male,59860.0,18089.04,3883.04,15,Monday,Purchase,Grocery,Credit Card,Delhi,No,Tablet,74.9,4.7,1,18,2924.25,9802.67,452,0,No,No,No,0
113395,TXN0013395,36,2106,Female,40308.0,35341.31,2366.23,12,Wednesday,Purchase,Online Services,Contactless,Ahmedabad,No,POS,55.6,25.1,3,18,3492.34,1200.2,2051,0,Yes,No,No,0
113396,TXN0013396,24,116,Male,153658.0,98018.3,1087.36,14,Sunday,Online Purchase,Dining,Debit Card,Bengaluru,No,Mobile,96.2,6.9,3,21,1566.81,695.23,450,0,No,No,No,0
113397,TXN0013397,18,975,Female,51777.0,159313.28,2530.86,23,Tuesday,Online Purchase,Clothing,Credit Card,Other,No,Mobile,82.9,14.5,2,16,3104.28,2004.79,182,1,No,No,Yes,0
113398,TXN0013398,39,2824,Male,131136.0,17581.81,2517.93,18,Tuesday,Online Purchase,Clothing,Credit Card,Delhi,No,POS,92.8,7.0,3,20,4481.82,2533.93,623,0,No,No,No,0
